X,Y,rand_point,PhysID
404414.11845154,7399908.10361957,175,1
406542.080575326,7400159.46983421,176,1
406098.758643559,7400725.291193,177,1
404240.781206457,7401487.22192569,178,1
406122.724005794,7401058.0598008,179,1
402488.023630346,7400863.11642879,180,1
407077.810088893,7401749.93121917,181,1
406502.745966753,7402536.8436807,182,1
404949.518249894,7401911.84331946,183,1
405289.512205782,7399898.74949004,184,1
404594.691858532,7400702.31613214,185,1
406667.670809497,7399513.17028131,186,1
406570.203940604,7401580.69689483,187,1
405024.901935484,7401057.39190584,188,1
402812.217574771,7400888.71269215,189,1
406484.618920214,7401281.62015281,190,1
407643.527788559,7399816.48270088,191,1
407493.843002543,7401715.28156028,192,1
404722.096999666,7402302.76970519,193,1
403788.664567485,7401867.033903,194,1
406296.997117653,7400828.59387611,195,1
406335.307098936,7401260.94297941,196,1
406934.52475337,7401141.0318732,197,1
405864.718410435,7402547.01842914,198,1
403964.369899055,7401547.08138856,199,1
403472.202867241,7400925.60325152,200,1
407369.626588019,7401451.19825004,201,1
406057.397117322,7400697.34428315,202,1
403621.172234902,7399992.08686393,203,1
406040.357535779,7400945.3056988,204,1
406208.606782164,7402834.49315793,205,1
407335.111164218,7401140.69525623,206,1
402211.103255898,7400157.28293992,207,1
402930.63391559,7401487.8555133,208,1
406357.764906172,7399605.22663942,209,1
406985.031758111,7400669.32202443,210,1
405623.446820166,7401179.35879888,211,1
405764.145210095,7400954.02279639,212,1
402247.432640361,7400407.09947641,213,1
406769.446994611,7401543.98143599,214,1
407319.081340439,7401508.88387526,215,1
405293.498588061,7400853.27871793,216,1
404434.483108955,7401815.15795164,217,1
406338.186698485,7401921.12367704,218,1
407565.835203486,7401383.74244066,219,1
406649.297224255,7402504.14325852,220,1
402967.161933667,7401287.56158864,221,1
403698.078117746,7400127.42971645,222,1
404219.349800317,7400616.1044259,223,1
405831.730158295,7400428.15981166,224,1
405249.46640157,7401038.50395174,225,1
404772.498720371,7400617.25643438,226,1
407221.510563271,7401613.50512042,227,1
407058.038751497,7400984.84529362,228,1
406178.202024529,7399824.2415449,229,1
404247.719714257,7401045.36911394,230,1
405770.556867569,7400359.32446503,231,1
403522.63244302,7401602.14671821,232,1
405765.504774022,7402666.46506977,233,1
404718.145104373,7402206.34866153,234,1
403395.065347758,7401153.15494277,235,1
402887.097003817,7401535.09790124,236,1
402253.736439436,7400238.52148363,237,1
407420.587192009,7401379.23292371,238,1
405623.569773975,7402356.32056465,239,1
405875.358797679,7399540.51719241,240,1
406308.248087145,7401335.24377277,241,1
407009.316596,7399719.48688742,242,1
405263.129798579,7400069.50936743,243,1
404684.11862365,7402269.7732415,244,1
405106.78959609,7401157.03986784,245,1
407196.082038635,7402206.59905906,246,1
405462.136080101,7401932.15593211,247,1
405009.02876177,7401213.78753517,248,1
404780.138419505,7401551.36781655,249,1
406347.273562602,7401045.12313431,250,1
402416.128928513,7400362.70737626,251,1
402361.150635172,7400715.32554639,252,1
404675.890493812,7400451.59418851,253,1
404445.444660159,7401530.63694038,254,1
404647.139013098,7401914.50748049,255,1
403967.141289299,7401227.79545247,256,1
404215.554193744,7401259.89408681,257,1
406316.202248102,7400933.51675386,258,1
403757.926799689,7400013.92917416,259,1
406373.645281616,7399584.26502986,260,1
403417.64243002,7399941.81449704,261,1
406859.926079848,7400731.47925747,262,1
405567.749062863,7400227.66142012,263,1
404530.70370749,7400286.79254342,264,1
404976.811595888,7400612.23597186,265,1
405633.847600792,7399732.09930341,266,1
404498.213728546,7400823.77090779,267,1
405322.289298904,7400091.2738489,268,1
404458.535158347,7400199.28796249,269,1
402675.733247465,7401460.71904508,270,1
406896.034139855,7400311.49212394,271,1
406290.5318786,7400925.90347104,272,1
404701.156434188,7400551.02327903,273,1
406991.619315163,7400801.03392569,274,1
403877.729327348,7400063.20210729,275,1
403706.090519526,7400064.42858606,276,1
405592.291964636,7402002.62843571,277,1
407616.118215251,7399786.13126097,278,1
402428.22658625,7400991.08279448,279,1
405954.820122176,7402052.72545651,280,1
405774.880111256,7402668.46737086,281,1
406607.149307124,7400706.58203502,282,1
402543.028407081,7400878.27777681,283,1
403655.298986654,7401284.50050441,284,1
403993.465286295,7402082.69283071,285,1
404472.086792623,7399910.67012907,286,1
406212.335308005,7402424.86658293,287,1
405387.238942912,7401680.62529829,288,1
402733.315252185,7400524.35199083,289,1
405536.722014574,7401360.21644109,290,1
406940.437169828,7401472.84614429,291,1
405230.688923028,7401853.89646718,292,1
404959.99677665,7400841.06158045,293,1
405933.391494485,7400996.60886283,294,1
406731.621451891,7402598.98270543,295,1
406418.071752582,7401297.02007101,296,1
407281.146315307,7401637.43721545,297,1
405382.013915396,7401412.08174471,298,1
403997.648892064,7401498.30158337,299,1
403738.861517783,7400861.66181483,300,1
403187.788633422,7399970.03267125,301,1
405688.88080982,7399599.65894728,302,1
404359.679828855,7400808.56796086,303,1
405879.967900564,7399866.76539132,304,1
405638.342155387,7400963.43956374,305,1
406385.981275376,7402308.38624966,306,1
404409.958835755,7402052.35635805,307,1
406146.82276356,7402028.98811903,308,1
405099.084369324,7401975.00089504,309,1
405454.946237979,7402503.96007294,310,1
403136.747691511,7400926.29461185,311,1
404526.841243331,7399785.81167954,312,1
405664.864003267,7402441.23037799,313,1
404084.085338186,7400692.69431606,314,1
406738.373009027,7400579.57304837,315,1
404845.624577649,7400850.81738703,316,1
406326.51013184,7400631.37992833,317,1
404340.245563724,7400231.59137346,318,1
407416.750043224,7399555.82597049,319,1
406046.039173782,7401945.01876284,320,1
405696.06097041,7402651.33043213,321,1
406238.059729953,7399430.11040434,322,1
403310.148012012,7400704.33277112,323,1
404173.437464898,7401427.18019709,324,1
405372.111559564,7402074.16396713,325,1
405552.713950405,7400094.01292496,326,1
405725.89525262,7401744.61068092,327,1
406466.090158179,7400321.80966047,328,1
403430.508994404,7401734.41516541,329,1
406400.004400571,7402691.07306841,330,1
405792.656597137,7400341.17348933,331,1
406409.491866894,7400488.27424951,332,1
406968.063921351,7400271.35790432,333,1
403053.145455506,7400209.40315627,334,1
403512.64034105,7400881.97313046,335,1
402475.046641117,7401279.62767284,336,1
403135.274790509,7401789.04970771,337,1
403071.347885459,7400887.40704049,338,1
403240.478791178,7400908.50477088,339,1
406660.690600257,7402700.14547902,340,1
403586.614363077,7400415.76768858,341,1
405461.098966405,7400318.82972114,342,1
404666.105471318,7400691.29018957,343,1
405399.969502005,7400424.16862196,344,1
406670.446393864,7402322.10941066,345,1
405315.724811778,7400873.80505422,346,1
407874.265504697,7400312.04777652,347,1
407426.58568885,7401114.5966947,348,1
406653.011593541,7402789.5421438,349,1
404003.105647496,7400507.65414179,350,1
405005.161741516,7400412.51331578,351,1
402081.692579606,7400183.97993845,352,1
405765.623537342,7401088.01756437,353,1
403775.853392684,7400364.42475757,354,1
404853.45305973,7400025.93846806,355,1
404880.644798129,7400382.96161618,356,1
402990.661687493,7401319.95579884,357,1
405724.510827004,7402014.66755213,358,1
406369.2553467,7402257.55009199,359,1
405753.274148949,7400697.10047065,360,1
406282.917629741,7402060.32723739,361,1
407245.818054654,7401828.82405689,362,1
402607.921025028,7400810.44551855,363,1
402518.285842324,7400281.01131856,364,1
406108.293530834,7401059.05693683,365,1
405650.092211742,7401172.3026262,366,1
407464.408299096,7401227.13986108,367,1
404533.909981663,7401688.46480844,368,1
402290.023211265,7400322.67133988,369,1
405625.685975199,7401173.03198023,370,1
404628.691094963,7401515.04221774,371,1
406297.378150317,7401286.04676395,372,1
403579.720757347,7401350.24423352,373,1
402190.161148856,7400309.42638892,374,1
402871.147271893,7400771.81558617,375,1
405716.065165552,7402700.16763256,376,1
405877.015477379,7401905.61946591,377,1
405046.366999726,7399840.17830101,378,1
406836.314538486,7402071.34010853,379,1
403408.571867152,7400530.24124641,380,1
403143.128392754,7400205.17591893,381,1
404468.125120262,7400661.47074177,382,1
404075.22689949,7400782.7664005,383,1
406426.578482785,7401878.74327338,384,1
406299.503007044,7402470.58442966,385,1
403673.050779308,7401206.44745868,386,1
406128.873847862,7400681.23381384,387,1
403716.355651112,7400628.58951783,388,1
406170.43024299,7402404.75105144,389,1
404123.005793225,7401183.58842004,390,1
405710.360483688,7402662.56955366,391,1
403362.50900609,7400485.4702615,392,1
403554.101445416,7401171.82180634,393,1
403100.778607606,7401766.22924177,394,1
407526.659783194,7400443.86702796,395,1
405656.944253108,7399778.08136985,396,1
403474.894708946,7401568.04065351,397,1
404791.443108738,7401901.02281539,398,1
405156.164801685,7400788.62062051,399,1
405374.36145964,7401347.82670379,400,1
403394.180307309,7401032.22181129,401,1
406819.819453558,7400511.16540484,402,1
407405.576285372,7400963.98608903,403,1
405354.31735866,7400343.96813143,404,1
403612.471942648,7400763.52014016,405,1
406783.52958449,7399929.58514174,406,1
406083.630552192,7399827.6436437,407,1
402429.120286711,7400153.20351814,408,1
404436.163862862,7401171.75538806,409,1
406214.774955446,7400527.52327353,410,1
403335.702457976,7401028.26145091,411,1
406205.424485035,7401173.32135838,412,1
405223.606847244,7401877.39030162,413,1
404829.999015349,7402293.37033044,414,1
402933.431901192,7401104.45125894,415,1
406364.287935675,7401439.64418113,416,1
403543.746586865,7400947.27598782,417,1
405622.476335523,7400591.09164398,418,1
406922.585562712,7400358.18464485,419,1
404590.205101226,7401123.04857274,420,1
404676.598516834,7401420.38391474,421,1
403459.989191264,7399931.94843643,422,1
405737.342682742,7402561.05144714,423,1
403708.522835599,7400150.42808775,424,1
404724.206640178,7400903.20805951,425,1
406643.199832179,7401294.85661435,426,1
404775.738289486,7401951.44620387,427,1
403566.159840307,7400821.24053248,428,1
403173.05180356,7400025.68471086,429,1
404759.13550319,7401332.3051931,430,1
406735.494877229,7401946.56321784,431,1
405920.797188208,7400401.97340348,432,1
406792.952900141,7399638.61717391,433,1
405661.484743621,7400988.44677129,434,1
406511.685121181,7399714.01653194,435,1
402756.512134079,7400122.77266223,436,1
406194.039247006,7400677.74107293,437,1
405443.285468511,7399662.40252151,438,1
406019.169547988,7400680.8277415,439,1
403486.846432806,7400176.34741702,440,1
404041.395823908,7400651.17696377,441,1
406800.913402019,7402394.4583434,442,1
405616.375417587,7402445.73143175,443,1
404208.792396091,7401781.85298406,444,1
403246.484570511,7400812.94594348,445,1
406371.569983008,7399660.44823032,446,1
405737.7119143,7402100.96478159,447,1
403672.771492971,7400091.00786918,448,1
403061.607388921,7400046.57318561,449,1
406958.745487189,7402535.57651562,450,1
406874.527604818,7402087.47552743,451,1
404427.801951997,7400575.2794759,452,1
407262.433343584,7400826.11184744,453,1
403926.613414861,7400865.80659838,454,1
403592.568723006,7401066.20466355,455,1
403730.617951244,7401165.18118233,456,1
404226.063949414,7401617.60913421,457,1
405751.698768738,7400742.42332766,458,1
404267.640939005,7399859.62813758,459,1
405009.915648744,7401362.9251929,460,1
404283.113556476,7399981.5171359,461,1
404544.851269474,7399919.45627152,462,1
405275.660596979,7400418.04039656,463,1
405162.87363553,7402503.4274415,464,1
407468.058903715,7400638.4686994,465,1
406017.203613631,7402796.12863939,466,1
404734.833571892,7401720.66484887,467,1
407605.064175635,7400111.38826154,468,1
403517.569652907,7401264.26455225,469,1
405798.923950325,7401322.57243967,470,1
406506.96243776,7399569.92941427,471,1
405225.755723152,7400896.62895206,472,1
407021.051254596,7401187.37884427,473,1
404826.705500417,7401520.96144944,474,1
407755.196880079,7401158.25640872,475,1
404722.413457999,7399899.89793593,476,1
406436.914144187,7402336.16640489,477,1
406497.024944002,7401152.21830566,478,1
405763.21915399,7400980.52688779,479,1
405490.644174349,7400744.70502196,480,1
406935.300646017,7401801.95157406,481,1
406794.614434676,7400604.85246202,482,1
403699.260541059,7401351.02421179,483,1
407560.62984139,7399672.50720899,484,1
406048.873904427,7399473.98287263,485,1
402796.983107911,7401147.08572856,486,1
406399.69136016,7402560.28421789,487,1
405112.03379124,7401055.2024549,488,1
407130.118513838,7400206.96429568,489,1
406266.682412469,7401756.26155006,490,1
402031.719508659,7400427.06551898,491,1
403389.301098223,7401929.38398318,492,1
404868.972319936,7399935.55848724,493,1
402943.934123017,7400005.3243357,494,1
407440.370141252,7399605.50236331,495,1
406150.033025585,7400887.90986731,496,1
407737.789932906,7400490.01756596,497,1
407035.878464186,7399814.01210556,498,1
404379.835478039,7400829.85777797,499,1
406262.535761398,7400402.62545141,500,1
405716.824961255,7400694.97944462,501,1
406469.76631985,7399991.77347485,502,1
406272.231824825,7402398.97858989,503,1
406733.681321774,7402011.74935463,504,1
402564.131437093,7400826.19291962,505,1
403532.334542599,7400238.02242652,506,1
405480.23145304,7401043.04975298,507,1
407726.143144195,7399711.59421872,508,1
404833.888097695,7400093.49210123,509,1
405753.080137467,7399833.75485745,510,1
405496.294614796,7402309.68152445,511,1
405639.384351528,7401892.97888113,512,1
403015.364465962,7400666.03707717,513,1
404575.223808638,7400336.58242075,514,1
405824.565484173,7400287.13672365,515,1
405423.975393864,7400035.61967883,516,1
404744.39326463,7401858.70607653,517,1
403971.486391705,7401367.11741475,518,1
403231.714251083,7401838.39297217,519,1
405213.23779851,7401780.54027509,520,1
403065.890977978,7400249.89049762,521,1
403207.533645794,7400425.04128137,522,1
407046.366075126,7399661.56135562,523,1
404111.710492502,7401869.57060278,524,1
403442.593826362,7401619.98085975,525,1
404456.695347722,7400431.40800371,526,1
406615.328417629,7400589.75194135,527,1
404811.664815932,7399753.81648524,528,1
406381.243172971,7402862.35440225,529,1
403857.062350939,7400115.9406652,530,1
406792.233659616,7402250.22259005,531,1
405685.10921908,7401542.46022783,532,1
405674.521585316,7399775.24514079,533,1
405279.156534095,7400642.22236491,534,1
407507.450735756,7400838.36359372,535,1
403275.024215499,7400510.60955951,536,1
407144.490936414,7401426.86100156,537,1
403241.687955203,7400035.37380124,538,1
406070.976974237,7401784.09325486,539,1
407397.8966998,7400196.39022254,540,1
402879.377878704,7400985.54208694,541,1
405417.324682032,7399823.11023695,542,1
405409.598119649,7401623.28241385,543,1
403030.889619832,7400812.05090854,544,1
405320.036324573,7399814.92593994,545,1
405489.640010668,7399839.22816535,546,1
404206.815442796,7400467.78482845,547,1
406395.438033811,7399645.01776969,548,1
405618.612172191,7399702.23457123,549,1
406239.329532724,7399743.61507335,550,1
407740.786705239,7401139.27406307,551,1
406105.249626991,7401013.75502845,552,1
404429.504749946,7401536.31632221,553,1
403450.302320389,7401905.00219253,554,1
403874.793480693,7400137.15258826,555,1
404197.20565329,7400076.68328558,556,1
405595.104557267,7402082.30489239,557,1
406061.265806016,7402611.91723707,558,1
406937.542086735,7401680.99214374,559,1
406204.070745962,7401505.96300992,560,1
405297.928090186,7401527.97799294,561,1
403072.344944926,7401555.17451151,562,1
404056.575250978,7400926.09757744,563,1
405789.310234958,7401649.07359685,564,1
406478.89900343,7400267.61295435,565,1
406371.256117651,7401578.01941069,566,1
406397.455598255,7401966.64822078,567,1
404614.162372187,7400639.35514805,568,1
403824.743694331,7400126.01092653,569,1
404581.773846063,7400709.16780536,570,1
402401.753332455,7401063.39305173,571,1
403142.424818866,7401257.30874872,572,1
402884.53232458,7401006.99021071,573,1
402308.57381015,7400636.59312904,574,1
406097.356582334,7400254.92149078,575,1
405407.0481804,7400603.98498397,576,1
403581.708394512,7399890.50271642,577,1
406529.590600772,7401845.59872143,578,1
403913.916412102,7400596.53458091,579,1
406494.655272957,7399886.39642625,580,1
406619.883421449,7402641.80690246,581,1
403582.076624831,7400396.81198142,582,1
403836.789638562,7401754.71900786,583,1
407371.722453463,7401950.09952363,584,1
405835.028702844,7399964.13813526,585,1
403050.710338118,7400768.06796156,586,1
406854.690875287,7400311.48126248,587,1
404429.689689879,7401982.37836498,588,1
407706.082822989,7401139.59322747,589,1
404082.602612811,7400854.51055046,590,1
406820.592280458,7401106.52667413,591,1
404829.571909563,7400064.68362596,592,1
406162.642932209,7399458.49016313,593,1
406875.890848169,7402469.32957105,594,1
406305.352948517,7402532.88477739,595,1
404386.426619458,7400702.9033923,596,1
406704.873952231,7401191.67809203,597,1
402965.563420602,7400930.93593816,598,1
406328.293089109,7402925.65835306,599,1
406173.788702597,7400645.07844477,600,1
405835.727822627,7400942.39705498,601,1
404986.264513873,7401548.79407365,602,1
402646.64051498,7401460.53756741,603,1
403498.214932222,7400985.00429857,604,1
406664.703297898,7399984.63723469,605,1
403693.971033081,7401596.44303882,606,1
402675.116140645,7400916.54133854,607,1
403708.359023962,7401070.45820911,608,1
403511.866094984,7401054.52374922,609,1
404997.680736555,7400266.94796539,610,1
407611.234782797,7401477.2346754,611,1
405387.779682141,7401322.36061581,612,1
404059.840292743,7401705.52587797,613,1
405398.213562602,7400209.5776736,614,1
407052.778455548,7401792.88309739,615,1
403864.477985234,7401374.01850216,616,1
406205.478806119,7399854.61934781,617,1
404460.156778071,7400506.14956608,618,1
406905.692140994,7400485.03313503,619,1
407511.335180622,7401461.31754906,620,1
404126.570857979,7401348.40508023,621,1
405861.718627432,7402637.45548723,622,1
405012.128984866,7400831.95389693,623,1
407112.535431283,7400825.53592324,624,1
406359.385698514,7401263.29030619,625,1
407710.63075197,7401303.85816297,626,1
406697.98383529,7400060.84967278,627,1
405028.31567928,7400126.32499429,628,1
402415.45482633,7400067.27555217,629,1
405238.616766719,7401814.10713638,630,1
404647.535321217,7401243.86937888,631,1
404332.7268571,7401615.72823112,632,1
406513.83469582,7402755.70686953,633,1
403067.270709904,7400581.6726278,634,1
407764.020636259,7400773.97887004,635,1
405082.392784704,7400919.13799828,636,1
407611.816848874,7400210.6342369,637,1
404178.216526342,7401380.39207869,638,1
404976.683670425,7402181.01438079,639,1
406178.271895118,7400174.84553121,640,1
407408.43948278,7401418.77140325,641,1
404364.762095961,7402019.76121966,642,1
402658.813279535,7400800.32843734,643,1
403584.621382241,7401895.48076412,644,1
403582.433832451,7399906.17134808,645,1
403125.876880146,7400685.79800587,646,1
407353.74888575,7400862.41559308,647,1
403162.376116977,7400902.95400644,648,1
404919.435469799,7401098.72865385,649,1
405136.501729437,7401991.54627105,650,1
403706.620319073,7400290.65586628,651,1
405503.89992508,7402455.8153678,652,1
406170.394150901,7400535.8425753,653,1
405755.020923606,7399521.25579656,654,1
405511.035529994,7402062.09334942,655,1
404307.833363228,7401628.24153399,656,1
404714.413085005,7400841.01360664,657,1
406893.606984096,7400895.15422921,658,1
405641.249475757,7400562.48042656,659,1
406765.063251287,7400686.38942103,660,1
407777.409963529,7400368.67464556,661,1
402985.237075447,7400008.61638412,662,1
405854.746330716,7401830.50377665,663,1
406760.224941718,7401944.85217177,664,1
406895.473337955,7400338.42608286,665,1
404410.870271136,7401183.86459181,666,1
406775.910415637,7402678.58087744,667,1
403940.567435337,7402023.76166116,668,1
402304.094578122,7401041.2901603,669,1
404216.038005775,7400209.78190782,670,1
405353.759484259,7400122.98000755,671,1
404441.733691732,7401795.47781323,672,1
406027.742304113,7400431.92007957,673,1
405839.746204641,7399678.23739584,674,1
406039.59843017,7401304.41736672,675,1
402706.855832628,7400264.65715945,676,1
406340.818650066,7402439.02265241,677,1
404649.941024258,7401110.06524783,678,1
402347.892964377,7400320.60673518,679,1
405305.140072707,7400818.71416924,680,1
404913.38193683,7402204.58771213,681,1
404193.768449951,7400938.571716,682,1
405749.902761854,7401893.15877294,683,1
404213.045908132,7400673.89989761,684,1
405727.414509814,7400480.57058551,685,1
406212.180812045,7401536.7231576,686,1
402811.625956054,7400777.11895218,687,1
404214.340729063,7401448.42524926,688,1
402375.763063681,7401142.87445626,689,1
405436.511926667,7401593.22329725,690,1
405947.740450617,7401242.46724166,691,1
405688.362829075,7400466.43583451,692,1
406433.745242173,7400450.73937063,693,1
405525.821026901,7402705.97653245,694,1
407113.339399744,7402336.66253755,695,1
404577.633149091,7402009.59866125,696,1
405014.979753025,7400697.63353766,697,1
405264.416189627,7401293.89920769,698,1
407205.758269571,7400571.50864297,699,1
404299.94694018,7401624.22727657,700,1
405324.374084446,7402087.59086546,701,1
402942.710641449,7400249.22858997,702,1
406244.214072231,7401786.52677684,703,1
404255.149363888,7401460.58137642,704,1
406252.680088122,7401479.80161523,705,1
405433.793044927,7400215.74828752,706,1
404500.423976291,7400606.05943424,707,1
406927.055440327,7400665.15471793,708,1
403076.404857238,7401853.19220365,709,1
403779.196897537,7399967.86836935,710,1
404606.341874599,7399982.45271219,711,1
404852.690558279,7402286.80599255,712,1
407369.135027997,7401555.8893073,713,1
407545.768195346,7401626.9313976,714,1
404479.70016846,7401869.48979779,715,1
405601.029171245,7401253.40327645,716,1
407210.976706232,7401463.48554324,717,1
406789.120242791,7401370.94850169,718,1
404156.527956961,7401926.11801657,719,1
406796.155596272,7399658.62523543,720,1
406552.44097648,7400588.48966892,721,1
404716.523781419,7400627.34552192,722,1
402861.996480237,7400544.97719558,723,1
405038.787477737,7400429.76455661,724,1
405715.815726902,7401512.67535102,725,1
404033.340213955,7402003.55472143,726,1
403121.013382965,7401216.697192,727,1
404376.777152317,7401251.03063424,728,1
404509.333304598,7401575.23669086,729,1
406109.982537614,7400220.1599386,730,1
405416.195692176,7400345.38535139,731,1
407000.451106988,7400776.09439058,732,1
403834.311282361,7402031.89374904,733,1
405265.409941608,7400919.55800186,734,1
